V1.ime	V2.priimek	V3.AvtID	V4.OpisVloga	V5.kjluc	V6.organiz	V7.COBISS	V8	V9.STATUS1	V10.STATUS2	V11.POD	V12.DIS	V13.VED	V14.leto	V15.tip	V16.vloga	V17.stAvt	V18.samo	V19.vdisc	V20.medDisc	V21.izven	V22.tipTock	V23.tocke	vrstniRed	V25.starost	V26.Dr	V27.spol	V28	V29.excellent	V30.ResGroup
Josip	Globevnik	2301	avtor	02301/7576153	3-111.02 & 4-016	7576153	main	ACT	RSR	1	1	1	1992	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574216	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/7576665	3-111.02 & 4-016	7576665	main	ACT	RSR	1	1	1	1992	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574217	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/41656320	3-111.02 & 4-016	41656320	main	ACT	RSR	1	1	1	1993	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574218	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/41611008	3-111.02 & 4-016	41611008	main	ACT	RSR	1	1	1	1993	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	574219	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/41604608	4-016 & 3-111.02	41604608	main	ACT	RSR	1	1	1	1994	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574221	1964	1	M	S	NA	2
Franc	Forstnerič	9990	avtor	09990/52214016	3-111.02 & 4-016	52214016	main	ACT	RSR	1	1	1	1995	1.03	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1NK (S)	1.67	574222	1975	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/52214016	3-111.02 & 4-016	52214016	main	ACT	RSR	1	1	1	1995	1.03	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1NK (S)	1.67	574223	1964	1	M	S	NA	2
Franc	Forstnerič	9990	avtor	09990/52214272	4-016	52214272	main	ACT	RSR	1	1	1	1995	1.03	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1NK (S)	1.67	574225	1975	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/52214272	4-016 & 3-111.02	52214272	main	ACT	RSR	1	1	1	1995	1.03	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1NK (S)	1.67	574226	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/61790720	4-016 & 3-111.02	61790720	main	ACT	RSR	1	1	1	1996	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574228	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/61808128	4-016 & 3-111.02	61808128	main	ACT	RSR	1	1	1	1996	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574229	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/7315801	3-111.02 & 4-016	7315801	main	ACT	RSR	1	1	1	1997	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574230	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/7463001	3-111.02 & 4-016	7463001	main	ACT	RSR	1	1	1	1997	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574231	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/8004697	3-111.02 & 4-016	8004697	main	ACT	RSR	1	1	1	1992	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	574242	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/13858393	3-111.02 & 4-016	13858393	main	ACT	RSR	1	1	1	2005	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	574245	1964	1	M	Z2	NA	2
Tomislav	Žitko	2717	avtor	02717/1563476	3-107	1563476	main	NAC	TCH	1	1	1	1999	1.01	R.1	4	0	0.0625	0.1875	0.0625	1A1 (Z1, A')	26.72	586186	1976	0	M	Z1	1	NA
Tomislav	Žitko	2717	avtor	02717/1532500	3-107	1532500	main	NAC	TCH	1	1	1	1999	1.01	R.1	4	0	0.0625	0.1875	0.0625	1A4 (Z1)	10.0	586191	1976	0	M	Z1	NA	NA
Andrej	Blejec	6989	avtor	06989/13362905	NA	13362905	main	ACT	RSR	6	1	1	2001	1.08	R.1	2	0	0.25	0.25	0.0	4NK (S); zbornik nerecenziranih prispevkov	2.5	586511	1975	1	M	S	NA	32
Luka	Kronegger	28074	avtor	28074/28666973	3-106	28666973	main	ACT	RSR	6	1	1	2009	1.01	R.1	2	0	0.25	0.25	0.0	1C (Z2)	15.0	589182	1999	1	M	Z2	NA	372
Luka	Kronegger	28074	avtor	28074/30087517	3-106	30087517	main	ACT	RSR	6	1	1	2010	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.0	1D (Z2)	3.33	589185	1999	1	M	Z2	NA	372
Aleksander	Malnič	2507	avtor	02507/7449945	3-111.02 & 4-016	7449945	main	ACT	RSR	5	1	1	1995	1.01	R.1	2	0	0.5	0.0	0.0	1C (Z2)	15.0	597047	1980	1	M	Z2	NA	404
Roman	Nedela	27776	avtor	27776/7449945	NA	7449945	main	ACT	RSR	5	1	1	1995	1.01	R.1	2	0	0.5	0.0	0.0	1C (Z2)	15.0	597048	1993	1	M	Z2	NA	NA
Aleksander	Malnič	2507	avtor	02507/7977817	3-117 & 4-016	7977817	main	ACT	RSR	5	1	1	1998	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	61.05	597049	1980	1	M	Z1	NA	404
Aleksander	Malnič	2507	avtor	02507/9195865	3-117 & 4-016	9195865	main	ACT	RSR	5	1	1	1999	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A4 (Z1)	18.9	597051	1980	1	M	Z1	NA	404
Dragan	Marušič	2887	avtor	02887/9195865	3-117 & 4-016	9195865	main	ACT	RSR	4	1	1	1999	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A4 (Z1)	18.9	597052	1966	1	M	Z1	NA	404
Aleksander	Malnič	2507	avtor	02507/9279577	4-016 & 3-117	9279577	main	ACT	RSR	5	1	1	1999	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A2 (Z1)	27.89	597053	1980	1	M	Z1	NA	404
Dragan	Marušič	2887	avtor	02887/9279577	4-016 & 3-117	9279577	main	ACT	RSR	4	1	1	1999	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A2 (Z1)	27.89	597054	1966	1	M	Z1	NA	404
Aleksander	Malnič	2507	avtor	02507/8576857	4-016 & 3-117	8576857	main	ACT	RSR	5	1	1	1999	1.01	R.1	2	0	0.5	0.0	0.0	1A1 (Z1, A')	50.56	597056	1980	1	M	Z1	1	404
Dragan	Marušič	2887	avtor	02887/8576857	4-016 & 3-117	8576857	main	ACT	RSR	4	1	1	1999	1.01	R.1	2	0	0.5	0.0	0.0	1A1 (Z1, A')	50.56	597057	1966	1	M	Z1	1	404
Aleksander	Malnič	2507	avtor	02507/10110553	4-016 & 3-117	10110553	main	ACT	RSR	5	1	1	2000	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A3 (Z1)	20.09	597058	1980	1	M	Z1	NA	404
Roman	Nedela	27776	avtor	27776/10110553	NA	10110553	main	ACT	RSR	5	1	1	2000	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A3 (Z1)	20.09	597059	1993	1	M	Z1	NA	NA
Aleksander	Malnič	2507	avtor	02507/11964761	4-016 & 3-117	11964761	main	ACT	RSR	5	1	1	2002	1.01	R.1	4	0	0.1875	0.0625	0.0625	1A1 (Z1, A')	31.61	597061	1980	1	M	Z1	1	404
Dragan	Marušič	2887	avtor	02887/11964761	4-016 & 3-117	11964761	main	ACT	RSR	4	1	1	2002	1.01	R.1	4	0	0.1875	0.0625	0.0625	1A1 (Z1, A')	31.61	597062	1966	1	M	Z1	1	404
Boris	Zgrablić	11687	avtor	11687/11964761	4-016 & 3-117	11964761	main	ACT	RSR	4	1	1	2002	1.01	R.1	4	0	0.1875	0.0625	0.0625	1A1 (Z1, A')	31.61	597064	1966	1	M	Z1	1	NA
Aleksander	Malnič	2507	avtor	02507/11413849	3-117 & 4-016	11413849	main	ACT	RSR	5	1	1	2002	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	77.32	597065	1980	1	M	Z1	NA	404
Aleksander	Malnič	2507	avtor	02507/11461721	3-117 & 4-016	11461721	main	ACT	RSR	5	1	1	2002	1.01	R.1	2	0	0.5	0.0	0.0	1A3 (Z1)	38.66	597066	1980	1	M	Z1	NA	404
Dragan	Marušič	2887	avtor	02887/11461721	4-016 & 3-117	11461721	main	ACT	RSR	4	1	1	2002	1.01	R.1	2	0	0.5	0.0	0.0	1A3 (Z1)	38.66	597067	1966	1	M	Z1	NA	404
Aleksander	Malnič	2507	avtor	02507/12104793	4-016 & 3-117	12104793	main	ACT	RSR	5	1	1	2002	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A2 (Z1)	28.67	597068	1980	1	M	Z1	NA	404
Roman	Nedela	27776	avtor	27776/12104793	NA	12104793	main	ACT	RSR	5	1	1	2002	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A2 (Z1)	28.67	597069	1993	1	M	Z1	NA	NA
Aleksander	Malnič	2507	avtor	02507/12829785	3-117 & 4-016	12829785	main	ACT	RSR	5	1	1	2004	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A3 (Z1)	24.2	597071	1980	1	M	Z1	NA	404
Dragan	Marušič	2887	avtor	02887/12829785	3-117 & 4-016	12829785	main	ACT	RSR	4	1	1	2004	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A3 (Z1)	24.2	597072	1966	1	M	Z1	NA	404
Aleksander	Malnič	2507	avtor	02507/12985177	3-117 & 4-016	12985177	main	ACT	RSR	5	1	1	2004	1.01	R.1	4	0	0.1875	0.0625	0.0625	1A3 (Z1)	18.15	597074	1980	1	M	Z1	NA	404
Dragan	Marušič	2887	avtor	02887/12985177	3-117 & 4-016	12985177	main	ACT	RSR	4	1	1	2004	1.01	R.1	4	0	0.1875	0.0625	0.0625	1A3 (Z1)	18.15	597075	1966	1	M	Z1	NA	404
Primož	Potočnik	18838	avtor	18838/12985177	3-117 & 4-016	12985177	main	ACT	RSR	4	1	1	2004	1.01	R.1	4	0	0.1875	0.0625	0.0625	1A3 (Z1)	18.15	597076	1993	1	M	Z1	NA	3
Aleksander	Malnič	2507	avtor	02507/13267289	4-016 & 3-117	13267289	main	ACT	RSR	5	1	1	2004	1.01	R.1	3	0	0.333333333333333	0.0	0.0	1A1 (Z1, A')	35.89	597078	1980	1	M	Z1	1	404
Dragan	Marušič	2887	avtor	02887/13267289	3-117 & 4-016	13267289	main	ACT	RSR	4	1	1	2004	1.01	R.1	3	0	0.333333333333333	0.0	0.0	1A1 (Z1, A')	35.89	597079	1966	1	M	Z1	1	404
Primož	Potočnik	18838	avtor	18838/13267289	3-111.02	13267289	main	ACT	RSR	4	1	1	2004	1.01	R.1	3	0	0.333333333333333	0.0	0.0	1A1 (Z1, A')	35.89	597080	1993	1	M	Z1	1	3
Aleksander	Malnič	2507	avtor	02507/13267033	3-117 & 4-016	13267033	main	ACT	RSR	5	1	1	2004	1.01	R.1	3	0	0.333333333333333	0.0	0.0	1A1 (Z1, A')	35.89	597081	1980	1	M	Z1	1	404
Dragan	Marušič	2887	avtor	02887/13267033	3-117 & 4-016	13267033	main	ACT	RSR	4	1	1	2004	1.01	R.1	3	0	0.333333333333333	0.0	0.0	1A1 (Z1, A')	35.89	597082	1966	1	M	Z1	1	404
Primož	Potočnik	18838	avtor	18838/13267033	3-117 & 4-016	13267033	main	ACT	RSR	4	1	1	2004	1.01	R.1	3	0	0.333333333333333	0.0	0.0	1A1 (Z1, A')	35.89	597083	1993	1	M	Z1	1	3
Aleksander	Malnič	2507	avtor	02507/13266777	4-016 & 3-117	13266777	main	ACT	RSR	5	1	1	2005	1.01	R.1	6	0	0.0833333333333333	0.0833333333333333	0.0833333333333333	1A3 (Z1)	10.0	597084	1980	1	M	Z1	NA	404
Dragan	Marušič	2887	avtor	02887/13266777	4-016 & 3-117	13266777	main	ACT	RSR	4	1	1	2005	1.01	R.1	6	0	0.0833333333333333	0.0833333333333333	0.0833333333333333	1A3 (Z1)	10.0	597085	1966	1	M	Z1	NA	404
Boris	Zgrablić	11687	avtor	11687/13266777	4-016 & 3-117	13266777	main	ACT	RSR	4	1	1	2005	1.01	R.1	6	0	0.0833333333333333	0.0833333333333333	0.0833333333333333	1A3 (Z1)	10.0	597089	1966	1	M	Z1	NA	NA
Klavdija	Kutnar	24997	avtor	24997/1532375	NA	1532375	main	ACT	RSR	4	1	1	2005	1.01	R.1	3	0	0.333333333333333	0.0	0.0	1A1 (Z1, A')	51.11	597090	1993	1	F	Z1	1	1176
Aleksander	Malnič	2507	avtor	02507/1532375	NA	1532375	main	ACT	RSR	5	1	1	2005	1.01	R.1	3	0	0.333333333333333	0.0	0.0	1A1 (Z1, A')	51.11	597091	1980	1	M	Z1	1	404
Dragan	Marušič	2887	avtor	02887/1532375	NA	1532375	main	ACT	RSR	4	1	1	2005	1.01	R.1	3	0	0.333333333333333	0.0	0.0	1A1 (Z1, A')	51.11	597092	1966	1	M	Z1	1	404
Klavdija	Kutnar	24997	avtor	24997/1714391	3-300	1714391	main	ACT	RSR	4	1	1	2006	1.01	R.1	4	0	0.25	0.0	0.0	1A3 (Z1)	15.47	597093	1993	1	F	Z1	NA	1176
Aleksander	Malnič	2507	avtor	02507/1714391	4-016 & 3-117	1714391	main	ACT	RSR	5	1	1	2006	1.01	R.1	4	0	0.25	0.0	0.0	1A3 (Z1)	15.47	597094	1980	1	M	Z1	NA	404
Dragan	Marušič	2887	avtor	02887/1714391	4-016 & 3-117 & 3-300	1714391	main	ACT	RSR	4	1	1	2006	1.01	R.1	4	0	0.25	0.0	0.0	1A3 (Z1)	15.47	597095	1966	1	M	Z1	NA	404
Štefko	Miklavič	21656	avtor	21656/1714391	4-016 & 3-300	1714391	main	ACT	RSR	5	1	1	2006	1.01	R.1	4	0	0.25	0.0	0.0	1A3 (Z1)	15.47	597096	1996	1	M	Z1	NA	1176
Aleksander	Malnič	2507	avtor	02507/13972825	3-117 & 4-016	13972825	main	ACT	RSR	5	1	1	2006	1.01	R.1	2	0	0.5	0.0	0.0	1A2 (Z1)	48.69	597097	1980	1	M	Z1	NA	404
Primož	Potočnik	18838	avtor	18838/13972825	3-117 & 4-016	13972825	main	ACT	RSR	4	1	1	2006	1.01	R.1	2	0	0.5	0.0	0.0	1A2 (Z1)	48.69	597098	1993	1	M	Z1	NA	3
Aleksander	Malnič	2507	avtor	02507/13973081	3-117 & 4-016	13973081	main	ACT	RSR	5	1	1	2006	1.01	R.1	4	0	0.1875	0.0625	0.0625	1A3 (Z1)	16.93	597100	1980	1	M	Z1	NA	404
Dragan	Marušič	2887	avtor	02887/13973081	3-117 & 4-016	13973081	main	ACT	RSR	4	1	1	2006	1.01	R.1	4	0	0.1875	0.0625	0.0625	1A3 (Z1)	16.93	597101	1966	1	M	Z1	NA	404
Primož	Potočnik	18838	avtor	18838/13973081	4-016 & 3-111.02	13973081	main	ACT	RSR	4	1	1	2006	1.01	R.1	4	0	0.1875	0.0625	0.0625	1A3 (Z1)	16.93	597102	1993	1	M	Z1	NA	3
Edward	Dobson	34109	avtor	34109/14179673	NA	14179673	main	ACT	RSR	NA	1	1	2007	1.01	R.1	4	0	0.1875	0.0625	0.0625	1A3 (Z1)	15.32	597103	1995	1	M	Z1	NA	781
Aleksander	Malnič	2507	avtor	02507/14179673	3-117 & 4-016	14179673	main	ACT	RSR	5	1	1	2007	1.01	R.1	4	0	0.1875	0.0625	0.0625	1A3 (Z1)	15.32	597104	1980	1	M	Z1	NA	404
Dragan	Marušič	2887	avtor	02887/14179673	3-300 & 4-016	14179673	main	ACT	RSR	4	1	1	2007	1.01	R.1	4	0	0.1875	0.0625	0.0625	1A3 (Z1)	15.32	597105	1966	1	M	Z1	NA	404
Aleksander	Malnič	2507	avtor	02507/14180185	3-117 & 4-016	14180185	main	ACT	RSR	5	1	1	2007	1.01	R.1	4	0	0.25	0.0	0.0	1A3 (Z1)	15.32	597107	1980	1	M	Z1	NA	404
Dragan	Marušič	2887	avtor	02887/14180185	3-300 & 4-016	14180185	main	ACT	RSR	4	1	1	2007	1.01	R.1	4	0	0.25	0.0	0.0	1A3 (Z1)	15.32	597108	1966	1	M	Z1	NA	404
Primož	Šparl	23341	avtor	23341/14180185	4-016	14180185	main	ACT	RSR	4	1	1	2007	1.01	R.1	4	0	0.25	0.0	0.0	1A3 (Z1)	15.32	597109	2002	1	M	Z1	NA	404
Boštjan	Frelih	24999	avtor	24999/14180185	NA	14180185	main	ACT	RSR	4	1	1	2007	1.01	R.1	4	0	0.25	0.0	0.0	1A3 (Z1)	15.32	597110	1987	0	M	Z1	NA	1176
Aleksander	Malnič	2507	avtor	02507/14181209	3-117 & 4-016	14181209	main	ACT	RSR	5	1	1	2007	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A3 (Z1)	20.42	597112	1980	1	M	Z1	NA	404
Dragan	Marušič	2887	avtor	02887/14181209	3-117 & 3-300 & 4-016	14181209	main	ACT	RSR	4	1	1	2007	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A3 (Z1)	20.42	597113	1966	1	M	Z1	NA	404
Aleksander	Malnič	2507	avtor	02507/14337113	3-117 & 4-016	14337113	main	ACT	RSR	5	1	1	2007	1.01	R.1	4	0	0.25	0.0	0.0	1A3 (Z1)	15.32	597114	1980	1	M	Z1	NA	404
Dragan	Marušič	2887	avtor	02887/14337113	3-117 & 3-300 & 4-016	14337113	main	ACT	RSR	4	1	1	2007	1.01	R.1	4	0	0.25	0.0	0.0	1A3 (Z1)	15.32	597115	1966	1	M	Z1	NA	404
Štefko	Miklavič	21656	avtor	21656/14337113	3-300 & 4-016	14337113	main	ACT	RSR	5	1	1	2007	1.01	R.1	4	0	0.25	0.0	0.0	1A3 (Z1)	15.32	597116	1996	1	M	Z1	NA	1176
Primož	Potočnik	18838	avtor	18838/14337113	4-016 & 3-111.02	14337113	main	ACT	RSR	4	1	1	2007	1.01	R.1	4	0	0.25	0.0	0.0	1A3 (Z1)	15.32	597117	1993	1	M	Z1	NA	3
Aleksander	Malnič	2507	avtor	02507/14287705	4-016	14287705	main	ACT	RSR	5	1	1	2007	1.01	R.1	3	0	0.333333333333333	0.0	0.0	1A2 (Z1)	30.93	597118	1980	1	M	Z1	NA	404
Dragan	Marušič	2887	avtor	02887/14287705	3-300 & 4-016	14287705	main	ACT	RSR	4	1	1	2007	1.01	R.1	3	0	0.333333333333333	0.0	0.0	1A2 (Z1)	30.93	597119	1966	1	M	Z1	NA	404
Primož	Šparl	23341	avtor	23341/14287705	4-016	14287705	main	ACT	RSR	4	1	1	2007	1.01	R.1	3	0	0.333333333333333	0.0	0.0	1A2 (Z1)	30.93	597120	2002	1	M	Z1	NA	404
István	Kovács	25997	avtor	25997/14385753	3-300	14385753	main	ACT	RSR	4	1	1	2007	1.01	R.1	6	0	0.0833333333333333	0.0833333333333333	0.0833333333333333	1A4 (Z1)	9.9	597123	1994	1	M	Z1	NA	1176
Aleksander	Malnič	2507	avtor	02507/14385753	3-117 & 4-016	14385753	main	ACT	RSR	5	1	1	2007	1.01	R.1	6	0	0.0833333333333333	0.0833333333333333	0.0833333333333333	1A4 (Z1)	9.9	597124	1980	1	M	Z1	NA	404
Dragan	Marušič	2887	avtor	02887/14385753	3-117 & 3-300 & 4-016	14385753	main	ACT	RSR	4	1	1	2007	1.01	R.1	6	0	0.0833333333333333	0.0833333333333333	0.0833333333333333	1A4 (Z1)	9.9	597125	1966	1	M	Z1	NA	404
Edward	Dobson	34109	avtor	34109/14287961	NA	14287961	main	ACT	RSR	NA	1	1	2007	1.01	R.1	4	0	0.1875	0.0625	0.0625	1A1 (Z1, A')	31.82	597127	1995	1	M	Z1	1	781
Aleksander	Malnič	2507	avtor	02507/14287961	3-117 & 4-016	14287961	main	ACT	RSR	5	1	1	2007	1.01	R.1	4	0	0.1875	0.0625	0.0625	1A1 (Z1, A')	31.82	597128	1980	1	M	Z1	1	404
Dragan	Marušič	2887	avtor	02887/14287961	3-300 & 4-016	14287961	main	ACT	RSR	4	1	1	2007	1.01	R.1	4	0	0.1875	0.0625	0.0625	1A1 (Z1, A')	31.82	597129	1966	1	M	Z1	1	404
Aleksander	Malnič	2507	avtor	02507/2017509	3-117 & 4-016	2017509	main	ACT	RSR	5	1	1	2008	1.01	R.1	5	0	0.16	0.04	0.04	1A2 (Z1)	17.81	597131	1980	1	M	Z1	NA	404
Dragan	Marušič	2887	avtor	02887/2017509	3-300 & 3-117 & 4-016	2017509	main	ACT	RSR	4	1	1	2008	1.01	R.1	5	0	0.16	0.04	0.04	1A2 (Z1)	17.81	597132	1966	1	M	Z1	NA	404
Primož	Šparl	23341	avtor	23341/2017509	3-111.02 & 4-016	2017509	main	ACT	RSR	4	1	1	2008	1.01	R.1	5	0	0.16	0.04	0.04	1A2 (Z1)	17.81	597134	2002	1	M	Z1	NA	404
Boris	Zgrablić	11687	avtor	11687/2017509	NA	2017509	main	ACT	RSR	4	1	1	2008	1.01	R.1	5	0	0.16	0.04	0.04	1A2 (Z1)	17.81	597135	1966	1	M	Z1	NA	NA
Klavdija	Kutnar	24997	avtor	24997/2524887	3-300	2524887	main	ACT	RSR	4	1	1	2008	1.01	R.1	4	0	0.1875	0.0625	0.0625	1A1 (Z1, A')	30.09	597137	1993	1	F	Z1	1	1176
Aleksander	Malnič	2507	avtor	02507/2524887	3-117 & 4-016	2524887	main	ACT	RSR	5	1	1	2008	1.01	R.1	4	0	0.1875	0.0625	0.0625	1A1 (Z1, A')	30.09	597138	1980	1	M	Z1	1	404
Dragan	Marušič	2887	avtor	02887/2524887	3-300 & 4-016	2524887	main	ACT	RSR	4	1	1	2008	1.01	R.1	4	0	0.1875	0.0625	0.0625	1A1 (Z1, A')	30.09	597139	1966	1	M	Z1	1	404
Aleksander	Malnič	2507	avtor	02507/2018277	NA	2018277	main	ACT	RSR	5	1	1	2008	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A1 (Z1, A')	40.11	597141	1980	1	M	Z1	1	404
Dragan	Marušič	2887	avtor	02887/2018277	3-300 & 3-117 & 4-016	2018277	main	ACT	RSR	4	1	1	2008	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A1 (Z1, A')	40.11	597142	1966	1	M	Z1	1	404
Klavdija	Kutnar	24997	avtor	24997/1024077396	3-300	1024077396	main	ACT	RSR	4	1	1	2009	1.01	R.1	4	0	0.25	0.0	0.0	1A4 (Z1)	10.0	597143	1993	1	F	Z1	NA	1176
Aleksander	Malnič	2507	avtor	02507/1024077396	4-016	1024077396	main	ACT	RSR	5	1	1	2009	1.01	R.1	4	0	0.25	0.0	0.0	1A4 (Z1)	10.0	597144	1980	1	M	Z1	NA	404
Dragan	Marušič	2887	avtor	02887/1024077396	3-300 & 4-016	1024077396	main	ACT	RSR	4	1	1	2009	1.01	R.1	4	0	0.25	0.0	0.0	1A4 (Z1)	10.0	597145	1966	1	M	Z1	NA	404
Štefko	Miklavič	21656	avtor	21656/1024077396	3-300	1024077396	main	ACT	RSR	5	1	1	2009	1.01	R.1	4	0	0.25	0.0	0.0	1A4 (Z1)	10.0	597146	1996	1	M	Z1	NA	1176
István	Kovács	25997	avtor	25997/2765015	NA	2765015	main	ACT	RSR	4	1	1	2009	1.01	R.1	4	0	0.25	0.0	0.0	1A2 (Z1)	23.64	597147	1994	1	M	Z1	NA	1176
Aleksander	Malnič	2507	avtor	02507/2765015	NA	2765015	main	ACT	RSR	5	1	1	2009	1.01	R.1	4	0	0.25	0.0	0.0	1A2 (Z1)	23.64	597148	1980	1	M	Z1	NA	404
Dragan	Marušič	2887	avtor	02887/2765015	NA	2765015	main	ACT	RSR	4	1	1	2009	1.01	R.1	4	0	0.25	0.0	0.0	1A2 (Z1)	23.64	597149	1966	1	M	Z1	NA	404
Štefko	Miklavič	21656	avtor	21656/2765015	NA	2765015	main	ACT	RSR	5	1	1	2009	1.01	R.1	4	0	0.25	0.0	0.0	1A2 (Z1)	23.64	597150	1996	1	M	Z1	NA	1176
István	Kovács	25997	avtor	25997/1024270932	3-300	1024270932	main	ACT	RSR	4	1	1	2010	1.01	R.1	3	0	0.333333333333333	0.0	0.0	1A3 (Z1)	24.94	597151	1994	1	M	Z1	NA	1176
Boštjan	Kuzman	23501	avtor	23501/1024270932	3-117 & 4-016	1024270932	main	ACT	RSR	5	1	1	2010	1.01	R.1	3	0	0.333333333333333	0.0	0.0	1A3 (Z1)	24.94	597152	2001	1	M	Z1	NA	404
Aleksander	Malnič	2507	avtor	02507/1024270932	3-117 & 4-016	1024270932	main	ACT	RSR	5	1	1	2010	1.01	R.1	3	0	0.333333333333333	0.0	0.0	1A3 (Z1)	24.94	597153	1980	1	M	Z1	NA	404
Aleksander	Malnič	2507	avtor	02507/3939913	3-117 & 4-016	3939913	main	ACT	RSR	5	1	1	2000	1.02	R.1	2	0	0.25	0.25	0.25	1C (Z2)	15.0	597163	1980	1	M	Z2	NA	404
Aleksander	Malnič	2507	avtor	02507/10250585	3-117 & 4-016	10250585	main	ACT	RSR	5	1	1	2000	1.02	R.1	2	0	0.25	0.25	0.25	1C (Z2)	15.0	597165	1980	1	M	Z2	NA	404
Aleksander	Malnič	2507	avtor	02507/41657856	3-111.02 & 4-016	41657856	main	ACT	RSR	5	1	1	1993	1.03	R.1	2	0	0.5	0.0	0.0	1NK (S)	2.5	597166	1980	1	M	S	NA	404
Roman	Nedela	27776	avtor	27776/41657856	NA	41657856	main	ACT	RSR	5	1	1	1993	1.03	R.1	2	0	0.5	0.0	0.0	1NK (S)	2.5	597167	1993	1	M	S	NA	NA
Aleksander	Malnič	2507	avtor	02507/3915609	4-016 & 3-117	3915609	main	ACT	RSR	5	1	1	1995	1.03	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1NK (S)	1.67	597168	1980	1	M	S	NA	404
Dragan	Marušič	2887	avtor	02887/3915609	4-016 & 3-117	3915609	main	ACT	RSR	4	1	1	1995	1.03	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1NK (S)	1.67	597169	1966	1	M	S	NA	404
Aleksander	Malnič	2507	avtor	02507/6752089	4-016 & 3-117	6752089	main	ACT	RSR	5	1	1	1996	1.03	R.1	2	0	0.5	0.0	0.0	1NK (S)	2.5	597171	1980	1	M	S	NA	404
Dragan	Marušič	2887	avtor	02887/6752089	4-016 & 3-117	6752089	main	ACT	RSR	4	1	1	1996	1.03	R.1	2	0	0.5	0.0	0.0	1NK (S)	2.5	597172	1966	1	M	S	NA	404
Aleksander	Malnič	2507	avtor	02507/7101273	4-016	7101273	main	ACT	RSR	5	1	1	1996	1.03	R.1	2	0	0.5	0.0	0.0	1NK (S)	2.5	597173	1980	1	M	S	NA	404
Dragan	Marušič	2887	avtor	02887/7101273	4-016 & 3-117	7101273	main	ACT	RSR	4	1	1	1996	1.03	R.1	2	0	0.5	0.0	0.0	1NK (S)	2.5	597174	1966	1	M	S	NA	404
Aleksander	Malnič	2507	avtor	02507/7315545	3-117 & 4-016	7315545	main	ACT	RSR	5	1	1	1997	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	597175	1980	1	M	S	NA	404
