V1.ime	V2.priimek	V3.AvtID	V4.OpisVloga	V5.kjluc	V6.organiz	V7.COBISS	V8	V9.STATUS1	V10.STATUS2	V11.POD	V12.DIS	V13.VED	V14.leto	V15.tip	V16.vloga	V17.stAvt	V18.samo	V19.vdisc	V20.medDisc	V21.izven	V22.tipTock	V23.tocke	vrstniRed	V25.starost	V26.Dr	V27.spol	V28	V29.excellent	V30.ResGroup
Borut	Jurčič-Zlobec	2115	avtor	02115/11289945	3-128	11289945	main	ACT	RSR	3	1	1	2001	1.08	R.1	2	0	0.5	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	2.5	535508	1971	1	M	S	NA	NA
Neža	Mramor Kosta	8947	avtor	08947/11289945	4-016 & 3-128	11289945	main	ACT	RSR	2	1	1	2001	1.08	R.1	2	0	0.5	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	2.5	535509	1971	1	F	S	NA	687
Borut	Jurčič-Zlobec	2115	avtor	02115/12550745	3-128	12550745	main	ACT	RSR	3	1	1	2003	1.08	R.1	2	0	0.5	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	2.5	535510	1971	1	M	S	NA	NA
Neža	Mramor Kosta	8947	avtor	08947/12550745	4-016 & 3-128	12550745	main	ACT	RSR	2	1	1	2003	1.08	R.1	2	0	0.5	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	2.5	535511	1971	1	F	S	NA	687
Borut	Jurčič-Zlobec	2115	avtor	02115/6573140	3-107	6573140	main	ACT	RSR	3	1	1	2008	1.08	R.1	2	0	0.25	0.25	0.0	4D (Z2)	10.0	535514	1971	1	M	Z2	NA	NA
Borut	Jurčič-Zlobec	2115	avtor	02115/14430297	3-128	14430297	main	ACT	RSR	3	1	1	2007	1.08	R.1	3	0	0.333333333333333	0.0	0.0	4C (Z2)	8.33	535517	1971	1	M	Z2	NA	NA
Neža	Mramor Kosta	8947	avtor	08947/14430297	3-128 & 4-016	14430297	main	ACT	RSR	2	1	1	2007	1.08	R.1	3	0	0.333333333333333	0.0	0.0	4C (Z2)	8.33	535518	1971	1	F	Z2	NA	687
Martin	Vuk	23987	avtor	23987/14430297	3-128	14430297	main	ACT	RSR	2	1	1	2007	1.08	R.1	3	0	0.333333333333333	0.0	0.0	4C (Z2)	8.33	535519	1998	1	M	Z2	NA	687
Janez	Žerovnik	3430	avtor	03430/2204694	3-206	2204694	main	ACT	RSR	NA	1	1	1995	1.01	R.1	2	0	0.25	0.25	0.0	1C (Z2)	15.0	535727	1978	1	M	Z2	NA	2
Janez	Žerovnik	3430	avtor	03430/10953817	3-206 & 4-016	10953817	main	ACT	RSR	NA	1	1	2001	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.111111111111111	1A3 (Z1)	23.17	535730	1978	1	M	Z1	NA	2
Janez	Žerovnik	3430	avtor	03430/13845337	4-016 & 3-206	13845337	main	ACT	RSR	NA	1	1	2005	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.111111111111111	1A4 (Z1)	18.36	535733	1978	1	M	Z1	NA	2
Janez	Žerovnik	3430	avtor	03430/6092804	3-206 & 4-016	6092804	main	ACT	RSR	NA	1	1	1994	1.03	R.1	2	0	0.25	0.25	0.0	1NK (S)	2.5	535735	1978	1	M	S	NA	2
Janez	Žerovnik	3430	avtor	03430/4699652	3-206 & 4-016	4699652	main	ACT	RSR	NA	1	1	1992	1.08	R.1	2	0	0.25	0.25	0.0	4NK (S); zbornik nerecenziranih prispevkov	2.5	535738	1978	1	M	S	NA	2
Janez	Žerovnik	3430	avtor	03430/8472921	3-206 & 4-016	8472921	main	ACT	RSR	NA	1	1	1998	1.08	R.1	5	0	0.04	0.16	0.12	4NK (S); zbornik nerecenziranih prispevkov	1.0	535743	1978	1	M	S	NA	2
Janez	Žerovnik	3430	avtor	03430/10646873	3-206 & 4-016	10646873	main	ACT	RSR	NA	1	1	2001	1.08	R.1	2	0	0.25	0.25	0.0	4NK (S); zbornik nerecenziranih prispevkov	2.5	535746	1978	1	M	S	NA	2
Janez	Žerovnik	3430	avtor	03430/6506774	3-206 & 4-016	6506774	main	ACT	RSR	NA	1	1	2001	1.16	R.1	2	0	0.25	0.25	0.0	3C (Z2)	12.5	535774	1978	1	M	Z2	NA	2
Aleš	Založnik	7081	avtor	07081/157281	3-109	157281	main	ACT	RSR	1	1	1	1997	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.0	1A4 (Z1)	13.17	552669	1977	1	M	Z1	NA	501
Aleš	Založnik	7081	avtor	07081/168033	3-109	168033	main	ACT	RSR	1	1	1	1995	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.0	4D (Z2)	6.67	552944	1977	1	M	Z2	NA	501
Gregor	Jerše	25594	avtor	25594/6003028	3-111.02 & 4-016	6003028	main	ACT	RSR	2	1	1	2007	1.08	R.1	4	0	0.125	0.125	0.0	4C (Z2)	6.25	569713	1999	1	M	Z2	NA	687
Neža	Mramor Kosta	8947	avtor	08947/6003028	3-128 & 4-016	6003028	main	ACT	RSR	2	1	1	2007	1.08	R.1	4	0	0.125	0.125	0.0	4C (Z2)	6.25	569714	1971	1	F	Z2	NA	687
Gregor	Jerše	25594	avtor	25594/6584404	4-016	6584404	main	ACT	RSR	2	1	1	2008	1.08	R.1	5	0	0.04	0.16	0.08	4C (Z2)	5.0	569757	1999	1	M	Z2	NA	687
Peter	Legiša	2297	avtor	02297/8684889	3-111.02 & 4-016	8684889	main	ACT	RSR	1	1	1	1989	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	59.45	573573	1966	1	M	Z1	NA	NA
Peter	Legiša	2297	avtor	02297/13195353	3-111.02 & 4-016	13195353	main	ACT	RSR	1	1	1	2004	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	72.43	573574	1966	1	M	Z1	NA	NA
Peter	Legiša	2297	avtor	02297/13972057	3-111.02 & 4-016	13972057	main	ACT	RSR	1	1	1	2006	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	58.79	573575	1966	1	M	Z1	NA	NA
Gregor	Dolinar	18750	avtor	18750/14930777	3-107 & 4-016	14930777	main	ACT	RSR	1	1	1	2008	1.01	R.1	4	0	0.125	0.125	0.125	1A2 (Z1)	21.57	573576	1994	1	M	Z1	NA	673
Peter	Legiša	2297	avtor	02297/14930777	3-111.02 & 4-016	14930777	main	ACT	RSR	1	1	1	2008	1.01	R.1	4	0	0.125	0.125	0.125	1A2 (Z1)	21.57	573579	1966	1	M	Z1	NA	NA
Peter	Legiša	2297	avtor	02297/13774681	3-111.02 & 4-016	13774681	main	ACT	RSR	1	1	1	2005	1.02	R.1	1	1	0.0	0.0	0.0	1C (Z2)	30.0	573581	1966	1	M	Z2	NA	NA
Peter	Legiša	2297	avtor	02297/7364697	4-016	7364697	main	ACT	RSR	1	1	1	1987	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	573582	1966	1	M	S	NA	NA
Peter	Legiša	2297	avtor	02297/5376817	NA	5376817	main	ACT	RSR	1	1	1	1998	1.03	R.1	1	1	0.0	0.0	0.0	1C (Z2)	24.0	573583	1966	1	M	Z2	NA	NA
Peter	Legiša	2297	avtor	02297/8673369	3-111.02 & 4-016	8673369	main	ACT	RSR	1	1	1	1986	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	573641	1966	1	M	S	NA	NA
Peter	Legiša	2297	avtor	02297/5995097	3-111.02 & 4-016	5995097	main	ACT	RSR	1	1	1	1995	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	573643	1966	1	M	S	NA	NA
Peter	Legiša	2297	avtor	02297/13426777	3-111.02 & 4-016	13426777	main	ACT	RSR	1	1	1	2004	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	573644	1966	1	M	S	NA	NA
Josip	Globevnik	2301	avtor	02301/7949145	3-111.02 & 4-016	7949145	main	ACT	RSR	1	1	1	1986	1.01	R.1	2	0	0.25	0.25	0.25	1A1 (Z1, A')	56.68	574099	1964	1	M	Z1	1	2
Josip	Globevnik	2301	avtor	02301/7950681	3-111.02 & 4-016	7950681	main	ACT	RSR	1	1	1	1986	1.01	R.1	2	0	0.25	0.25	0.25	1A2 (Z1)	40.87	574101	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/7931225	3-111.02 & 4-016	7931225	main	ACT	RSR	1	1	1	1986	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	94.66	574103	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/7959129	3-111.02 & 4-016	7959129	main	ACT	RSR	1	1	1	1987	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	92.55	574104	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/7955801	3-111.02 & 4-016	7955801	main	ACT	RSR	1	1	1	1987	1.01	R.1	2	0	0.25	0.25	0.25	1A3 (Z1)	32.64	574105	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/7954521	3-111.02 & 4-016	7954521	main	ACT	RSR	1	1	1	1987	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	90.56	574107	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/7960409	3-111.02 & 4-016	7960409	main	ACT	RSR	1	1	1	1988	1.01	R.1	2	0	0.25	0.25	0.25	1A1 (Z1, A'', A')	95.21	574108	1964	1	M	Z1	1	2
Josip	Globevnik	2301	avtor	02301/7982681	3-111.02 & 4-016	7982681	main	ACT	RSR	1	1	1	1988	1.01	R.1	2	0	0.25	0.25	0.25	1A4 (Z1)	29.45	574110	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/7984985	3-111.02 & 4-016	7984985	main	ACT	RSR	1	1	1	1988	1.01	R.1	2	0	0.25	0.25	0.25	1A2 (Z1)	47.33	574113	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/7984217	3-111.02 & 4-016	7984217	main	ACT	RSR	1	1	1	1988	1.01	R.1	1	1	0.0	0.0	0.0	1A1 (Z1, A')	107.19	574114	1964	1	M	Z1	1	2
Josip	Globevnik	2301	avtor	02301/7982169	4-016 & 3-111.02	7982169	main	ACT	RSR	1	1	1	1988	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	90.56	574115	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/7986777	3-111.02 & 4-016	7986777	main	ACT	RSR	1	1	1	1988	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	60.0	574116	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/7987033	3-111.02 & 4-016	7987033	main	ACT	RSR	1	1	1	1988	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	68.3	574117	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/7982425	4-016 & 3-111.02	7982425	main	ACT	RSR	1	1	1	1988	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	100.0	574118	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/7987801	3-111.02 & 4-016	7987801	main	ACT	RSR	1	1	1	1989	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	74.34	574119	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/7987545	3-111.02 & 4-016	7987545	main	ACT	RSR	1	1	1	1989	1.01	R.1	1	1	0.0	0.0	0.0	1A1 (Z1, A')	156.72	574120	1964	1	M	Z1	1	2
Josip	Globevnik	2301	avtor	02301/7987289	3-111.02 & 4-016	7987289	main	ACT	RSR	1	1	1	1988	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	80.12	574121	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/7988057	3-111.02 & 4-016	7988057	main	ACT	RSR	1	1	1	1989	1.01	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	574123	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/7988313	3-111.02 & 4-016	7988313	main	ACT	RSR	1	1	1	1990	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	100.0	574124	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/7996505	3-111.02 & 4-016	7996505	main	ACT	RSR	1	1	1	1991	1.01	R.1	2	0	0.25	0.25	0.25	1A1 (Z1, A')	60.4	574125	1964	1	M	Z1	1	2
Josip	Globevnik	2301	avtor	02301/7996249	3-111.02 & 4-016	7996249	main	ACT	RSR	1	1	1	1991	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	92.55	574127	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/7995993	3-111.02 & 4-016	7995993	main	ACT	RSR	1	1	1	1991	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	90.56	574128	1964	1	M	Z1	NA	2
Franc	Forstnerič	9990	avtor	09990/7996761	3-111.02 & 4-016	7996761	main	ACT	RSR	1	1	1	1992	1.01	R.1	2	0	0.5	0.0	0.0	1A2 (Z1)	45.16	574129	1975	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/7996761	3-111.02 & 4-016	7996761	main	ACT	RSR	1	1	1	1992	1.01	R.1	2	0	0.5	0.0	0.0	1A2 (Z1)	45.16	574130	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/7997529	3-111.02 & 4-016	7997529	main	ACT	RSR	1	1	1	1992	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	84.84	574131	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/7997785	3-111.02 & 4-016	7997785	main	ACT	RSR	1	1	1	1993	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	84.14	574132	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/7998041	3-111.02 & 4-016	7998041	main	ACT	RSR	1	1	1	1994	1.01	R.1	1	1	0.0	0.0	0.0	1C (Z2)	24.0	574133	1964	1	M	Z2	NA	2
Josip	Globevnik	2301	avtor	02301/7998297	3-111.02 & 4-016	7998297	main	ACT	RSR	1	1	1	1994	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	80.12	574134	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/7998553	3-111.02 & 4-016	7998553	main	ACT	RSR	1	1	1	1994	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	84.84	574135	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/5973081	3-111.02 & 4-016	5973081	main	ACT	RSR	1	1	1	1994	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	90.56	574136	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/8002905	3-111.02 & 4-016	8002905	main	ACT	RSR	1	1	1	1995	1.01	R.1	2	0	0.25	0.25	0.25	1A1 (Z1, A')	68.64	574137	1964	1	M	Z1	1	2
Josip	Globevnik	2301	avtor	02301/7100249	4-016 & 3-111.02	7100249	main	ACT	RSR	1	1	1	1996	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	86.53	574139	1964	1	M	Z1	NA	2
Franc	Forstnerič	9990	avtor	09990/6006105	4-016 & 3-111.02	6006105	main	ACT	RSR	1	1	1	1996	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A3 (Z1)	25.31	574140	1975	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/6006105	4-016 & 3-111.02	6006105	main	ACT	RSR	1	1	1	1996	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A3 (Z1)	25.31	574141	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/5987161	4-016 & 3-111.02	5987161	main	ACT	RSR	1	1	1	1996	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	65.45	574143	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/7100505	3-111.02 & 4-016	7100505	main	ACT	RSR	1	1	1	1996	1.01	R.1	2	0	0.25	0.25	0.25	1A1 (Z1, A')	54.7	574144	1964	1	M	Z1	1	2
Franc	Forstnerič	9990	avtor	09990/6440281	4-016	6440281	main	ACT	RSR	1	1	1	1996	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A1 (Z1, A')	42.7	574146	1975	1	M	Z1	1	2
Josip	Globevnik	2301	avtor	02301/6440281	4-016 & 3-111.02	6440281	main	ACT	RSR	1	1	1	1996	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A1 (Z1, A')	42.7	574147	1964	1	M	Z1	1	2
Josip	Globevnik	2301	avtor	02301/7628121	4-016 & 3-111.02	7628121	main	ACT	RSR	1	1	1	1997	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	74.62	574149	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/8329049	3-111.02 & 4-016	8329049	main	ACT	RSR	1	1	1	1998	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	87.81	574150	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/8750681	3-111.02 & 4-016	8750681	main	ACT	RSR	1	1	1	1999	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	80.0	574151	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/10277209	3-111.02 & 4-016	10277209	main	ACT	RSR	1	1	1	2000	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	93.15	574152	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/9519449	3-111.02 & 4-016	9519449	main	ACT	RSR	1	1	1	2000	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	93.71	574153	1964	1	M	Z1	NA	2
Miran	Černe	8722	avtor	08722/9962585	3-111.02 & 4-016	9962585	main	ACT	RSR	1	1	1	2000	1.01	R.1	2	0	0.5	0.0	0.0	1A2 (Z1)	46.4	574154	1951	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/9962585	3-111.02 & 4-016	9962585	main	ACT	RSR	1	1	1	2000	1.01	R.1	2	0	0.5	0.0	0.0	1A2 (Z1)	46.4	574155	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/9428825	3-111.02 & 4-016	9428825	main	ACT	RSR	1	1	1	2000	1.01	R.1	2	0	0.25	0.25	0.25	1A2 (Z1)	41.01	574156	1964	1	M	Z1	NA	2
Franc	Forstnerič	9990	avtor	09990/11007833	3-111.02 & 4-016	11007833	main	ACT	RSR	1	1	1	2001	1.01	R.1	2	0	0.5	0.0	0.0	1A1 (Z1, A')	53.92	574158	1975	1	M	Z1	1	2
Josip	Globevnik	2301	avtor	02301/11007833	3-111.02 & 4-016	11007833	main	ACT	RSR	1	1	1	2001	1.01	R.1	2	0	0.5	0.0	0.0	1A1 (Z1, A')	53.92	574159	1964	1	M	Z1	1	2
Josip	Globevnik	2301	avtor	02301/11994457	3-111.02 & 4-016	11994457	main	ACT	RSR	1	1	1	2002	1.01	R.1	1	1	0.0	0.0	0.0	1A1 (Z1, A')	131.85	574160	1964	1	M	Z1	1	2
Josip	Globevnik	2301	avtor	02301/11876441	3-111.02 & 4-016	11876441	main	ACT	RSR	1	1	1	2002	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	93.41	574161	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/12844121	3-111.02 & 4-016	12844121	main	ACT	RSR	1	1	1	2003	1.01	R.1	2	0	0.25	0.25	0.25	1A2 (Z1)	48.12	574163	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/12457049	3-111.02 & 4-016	12457049	main	ACT	RSR	1	1	1	2003	1.01	R.1	1	1	0.0	0.0	0.0	1A1 (Z1, A')	123.71	574164	1964	1	M	Z1	1	2
Josip	Globevnik	2301	avtor	02301/13219161	3-111.02 & 4-016	13219161	main	ACT	RSR	1	1	1	2004	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	77.93	574165	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/13340249	3-111.02 & 4-016	13340249	main	ACT	RSR	1	1	1	2004	1.01	R.1	1	1	0.0	0.0	0.0	1A1 (Z1, A')	102.43	574166	1964	1	M	Z1	1	2
Josip	Globevnik	2301	avtor	02301/13783385	3-111.02 & 4-016	13783385	main	ACT	RSR	1	1	1	2005	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	96.14	574167	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/13953881	3-111.02 & 4-016	13953881	main	ACT	RSR	1	1	1	2006	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	86.56	574168	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/13964377	3-111.02 & 4-016	13964377	main	ACT	RSR	1	1	1	2006	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	95.37	574169	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/14373721	3-111.02 & 4-016	14373721	main	ACT	RSR	1	1	1	2007	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	97.97	574170	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/14367577	3-111.02 & 4-016	14367577	main	ACT	RSR	1	1	1	2007	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	80.41	574171	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/14427993	3-111.02 & 4-016	14427993	main	ACT	RSR	1	1	1	2007	1.01	R.1	1	1	0.0	0.0	0.0	1A1 (Z1, A')	110.46	574172	1964	1	M	Z1	1	2
Josip	Globevnik	2301	avtor	02301/14606937	3-111.02 & 4-016	14606937	main	ACT	RSR	1	1	1	2008	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	59.28	574173	1964	1	M	Z1	NA	2
Josip	Globevnik	2301	avtor	02301/15108953	3-111.02 & 4-016	15108953	main	ACT	RSR	1	1	1	2009	1.01	R.1	1	1	0.0	0.0	0.0	1A1 (Z1, A')	125.11	574174	1964	1	M	Z1	1	2
Josip	Globevnik	2301	avtor	02301/15392601	3-111.02 & 4-016	15392601	main	ACT	RSR	1	1	1	2009	1.01	R.1	1	1	0.0	0.0	0.0	1A1 (Z1, A')	125.11	574175	1964	1	M	Z1	1	2
Josip	Globevnik	2301	avtor	02301/7352665	3-111.02 & 4-016	7352665	main	ACT	RSR	1	1	1	1986	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	574187	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/7364441	3-111.02 & 4-016	7364441	main	ACT	RSR	1	1	1	1986	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574189	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/7369049	3-111.02 & 4-016	7369049	main	ACT	RSR	1	1	1	1986	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574190	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/7526233	3-111.02 & 4-016	7526233	main	ACT	RSR	1	1	1	1986	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	574191	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/55189504	3-111.02 & 4-016	55189504	main	ACT	RSR	1	1	1	1987	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574193	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/7526745	4-016 & 3-111.02	7526745	main	ACT	RSR	1	1	1	1987	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574194	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/55214080	4-016 & 3-111.02	55214080	main	ACT	RSR	1	1	1	1987	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574195	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/7528537	3-111.02 & 4-016	7528537	main	ACT	RSR	1	1	1	1987	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574196	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/55236096	3-111.02 & 4-016	55236096	main	ACT	RSR	1	1	1	1987	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	574197	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/55238656	3-111.02 & 4-016	55238656	main	ACT	RSR	1	1	1	1987	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	574200	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/7679746	3-111.02 & 4-016	7679746	main	ACT	RSR	1	1	1	1988	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574201	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/7715074	3-111.02 & 4-016	7715074	main	ACT	RSR	1	1	1	1988	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574202	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/7720450	3-111.02 & 4-016	7720450	main	ACT	RSR	1	1	1	1987	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574203	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/7726338	3-111.02 & 4-016	7726338	main	ACT	RSR	1	1	1	1988	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	574205	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/7729922	3-111.02 & 4-016	7729922	main	ACT	RSR	1	1	1	1988	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574206	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/59645440	3-111.02 & 4-016	59645440	main	ACT	RSR	1	1	1	1990	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574207	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/59646208	3-111.02 & 4-016	59646208	main	ACT	RSR	1	1	1	1990	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574208	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/59646976	3-111.02 & 4-016	59646976	main	ACT	RSR	1	1	1	1990	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	574209	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/59648768	3-111.02 & 4-016	59648768	main	ACT	RSR	1	1	1	1990	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574211	1964	1	M	S	NA	2
Franc	Forstnerič	9990	avtor	09990/59660544	3-111.02 & 4-016	59660544	main	ACT	RSR	1	1	1	1991	1.03	R.1	2	0	0.5	0.0	0.0	1NK (S)	2.5	574212	1975	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/59660544	3-111.02 & 4-016	59660544	main	ACT	RSR	1	1	1	1991	1.03	R.1	2	0	0.5	0.0	0.0	1NK (S)	2.5	574213	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/59681280	3-111.02 & 4-016	59681280	main	ACT	RSR	1	1	1	1991	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574214	1964	1	M	S	NA	2
Josip	Globevnik	2301	avtor	02301/7571289	3-111.02 & 4-016	7571289	main	ACT	RSR	1	1	1	1991	1.03	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	574215	1964	1	M	S	NA	2
